Year,month,inflation,unemployment
2006,Jun,0.0021388614675879477,4.6
2006,Jul,0.002952755905511923,4.7
2006,Aug,0.0021280078572597063,4.7
2006,Sep,-0.0049350222075999345,4.5
2006,Oct,-0.005458154151505052,4.4
2006,Nov,-0.0016567263088137839,4.5
2006,Dec,0.0014888337468982255,4.4
2007,Jan,0.0030477547546952518,4.6
2007,Feb,0.00532485555960212,4.5
2007,Mar,0.009023888676653359,4.4
2007,Apr,0.006452498627127959,4.5
2007,May,0.006069790551289911,4.4
2007,Jun,0.0019354973090498439,4.6
2007,Jul,-2.548199432664901e-4,4.7
2007,Aug,-0.0018351805557563,4.6
2007,Sep,0.0027476090517386444,4.7
2007,Oct,0.0021345979015113346,4.7
2007,Nov,0.005906943795882353,4.7
2007,Dec,-6.738994300463436e-4,5
2008,Jan,0.004945429471090614,5
2008,Feb,0.0028984181701487612,4.9
2008,Mar,0.008593950309238313,5.1
2008,Apr,0.006027831519078839,5
2008,May,0.008349089967685425,5.4
2008,Jun,0.009979038070159997,5.6
2008,Jul,0.0052222213790851894,5.8
2008,Aug,-0.004008935156121393,6.1
2008,Sep,-0.0013854642220649147,6.1
2008,Oct,-0.010201030276312488,6.5
2008,Nov,-0.019527542226385038,6.8
2008,Dec,-0.010450162048174623,7.3
2009,Jan,0.004332077452485504,7.8
2009,Feb,0.0049493657543534415,8.3
2009,Mar,0.0024247389285950837,8.7
2009,Apr,0.0024875894491139107,9
2009,May,0.002880040461056276,9.4
2009,Jun,0.008520075961004202,9.5
2009,Jul,-0.0015889107977726993,9.5
2009,Aug,0.002239600089089032,9.6
2009,Sep,6.244705911448777e-4,9.8
2009,Oct,9.605139212750295e-4,10
2009,Nov,7.067595844623535e-4,9.9
2009,Dec,-0.0017638320139376374,9.9
2010,Jan,0.0034062653097067207,9.8
2010,Feb,2.479749991914755e-4,9.8
2010,Mar,0.0040894274648156466,9.9
2010,Apr,0.0017364434147604038,9.9
2010,May,7.726863780746729e-4,9.6
2010,Jun,-9.77139829015723e-4,9.4
2010,Jul,2.1437343239425472e-4,9.4
2010,Aug,0.0013762183355097623,9.5
2010,Sep,5.807325176588463e-4,9.5
2010,Oct,0.0012454934810016925,9.4
2010,Nov,4.2109246030891346e-4,9.8
2010,Dec,0.0017134684714185844,9.3
2011,Jan,0.004743122548098232,9.1
2011,Feb,0.00490389068140093,9
2011,Mar,0.009659266606812888,9
2011,Apr,0.006394376273717292,9.1
2011,May,0.0046832041389478,9
2011,Jun,-0.0010722282529924915,9.1
2011,Jul,8.865746008196516e-4,9
2011,Aug,0.0027496655015709624,9
2011,Sep,0.0015154680736487655,9
2011,Oct,-0.0020641112968810943,8.8
2011,Nov,-8.470024377144349e-4,8.6
2011,Dec,-0.0024703630398186416,8.5
2012,Jan,0.004380047953719427,8.3
2012,Feb,0.004382845755795165,8.3
2012,Mar,0.007538306384130647,8.2
2012,Apr,0.003010597302504718,8.2
2012,May,-0.0011751495809988468,8.2
2012,Jun,-0.0014663631139850573,8.2
2012,Jul,-0.0016334107539917016,8.2
2012,Aug,0.005533876336194324,8.1
2012,Sep,0.004441770822513749,7.8
2012,Oct,-3.8821052266991494e-4,7.8
2012,Nov,-0.004761911666828576,7.7
2012,Dec,-0.0026999834249805473,7.9
2013,Jan,0.0029515031501061795,8
2013,Feb,0.008122599634490208,7.7
2013,Mar,0.0026058248862730355,7.5
2013,Apr,-0.0010379564747379716,7.6
2013,May,0.0017727193256500682,7.5
2013,Jun,0.00239465997972753,7.5
2013,Jul,3.9728417680006176e-4,7.3
2013,Aug,0.0012018390135213805,7.2
2013,Sep,0.001159100435411143,7.2
2013,Oct,-0.0025800420525413058,7.2
2013,Nov,-0.0020482088199022157,6.9
2013,Dec,-8.737877984849875e-5,6.7
2014,Jan,0.0037105221846413248,6.6
2014,Feb,0.0036826389876296294,6.7
2014,Mar,0.006399841769916627,6.7
2014,Apr,0.003283757790475967,6.3
2014,May,0.0034800081948580326,6.3
2014,Jun,0.0018600221297813276,6.1
2014,Jul,-3.9092548455843827e-4,6.2
2014,Aug,-0.0016743906649562294,6.2
2014,Sep,7.531187108626097e-4,5.9
2014,Oct,-0.002519532705418424,5.7
2014,Nov,-0.005429727368596651,5.8
2014,Dec,-0.005699516486516093,5.6
2015,Jan,-0.004728010821574098,5.7
2015,Feb,0.00432215177451422,5.5
2015,Mar,0.005915402951480806,5.5
2015,Apr,0.0020317574984549344,5.4
2015,May,0.0050690875502030445,5.5
2015,Jun,0.0034944149512838927,5.3
2015,Jul,6.574327670089811e-5,5.2
2015,Aug,-0.0014175853422797031,5.1
2015,Sep,-0.001561498196490547,5
2015,Oct,-4.477456916759636e-4,5
2015,Nov,-0.0021182864665968614,5
2015,Dec,-0.003426842280572002,5
2016,Jan,0.0016500045794320785,4.9
2016,Feb,8.208053747968682e-4,4.9
2016,Mar,0.0042910874072496176,5
2016,Apr,0.0047159346968616645,5
2016,May,0.004029910271963326,4.7
2016,Jun,0.003272934782307513,4.9
2016,Jul,-0.0016176111518056478,4.9
2016,Aug,9.147913444105808e-4,4.9
2016,Sep,0.002397643837889461,5
2016,Oct,0.0012470429339067521,4.9
2016,Nov,-0.0015588130337241197,4.6
2016,Dec,3.2908199949124525e-4,4.7
2017,Jan,0.0057943002780988075,4.8
2017,Feb,0.0031354191361975246,4.7
2017,Mar,8.1197283382637e-4,4.5
2017,Apr,0.002957053104086549,4.4
2017,May,8.511683103490931e-4,4.3
2017,Jun,9.062723586930103e-4,4.3
2017,Jul,-6.900605371289005e-4,4.3
2017,Aug,0.0029872217070537627,4.4
2017,Sep,0.005265371761214821,4.2
2017,Oct,-6.306731827206485e-4,4.1
2017,Nov,2.571348144299383e-5,4.1
2017,Dec,-5.890501667622134e-4,4.1
2018,Jan,0.005416842312245603,4.1
2018,Feb,0.0045142156902177625,4.1
2018,Mar,0.0022580308579714485,4.1
2018,Apr,0.003957235211665486,3.9
2018,May,0.004143849839513787,3.8
2018,Jun,0.0015910487939292523,4
2018,Jul,6.623411374790795e-5,3.9
2018,Aug,5.547339726233922e-4,3.9
2018,Sep,0.001159755300888334,3.7
2018,Oct,0.0017662620192943387,3.7
