sowid	cg	nba	parity	nbd	sire	dam	farm	yearmo
985152002194882	62200709	11	1	0	103086	985120026521255	62	200709
985152002194883	62200709	12	1	0	212480	985152000856836	62	200709
985152002194884	62200710	6	1	3	212480	985152000856759	62	200710
985152002194884	62200802	11	2	3	212480	985152000856759	62	200802
985152002194885	62200709	10	1	2	212480	985152000856836	62	200709
985152002194885	62200802	10	2	0	212480	985152000856836	62	200802
985152002194885	62200807	14	3	0	212480	985152000856836	62	200807
985152002194887	62200710	13	1	0	103086	985152000856757	62	200710
985152002194887	62200802	15	2	0	103086	985152000856757	62	200802
985152002194887	62200807	3	3	0	103086	985152000856757	62	200807
985152002194887	62200812	13	4	1	103086	985152000856757	62	200812
985152002194887	62200904	11	5	1	103086	985152000856757	62	200904
985152002194887	62200909	10	6	1	103086	985152000856757	62	200909
985152002194888	62200709	10	1	1	103086	985152000272469	62	200709
985152002194888	62200802	12	2	1	103086	985152000272469	62	200802
985152002194888	62200807	11	3	0	103086	985152000272469	62	200807
985152002194889	62200709	13	1	0	103086	985120026341179	62	200709
985152002194889	62200802	10	2	0	103086	985120026341179	62	200802
985152002194893	62200710	15	1	0	103086	985152000856762	62	200710
985152002194893	62200803	16	2	0	103086	985152000856762	62	200803
985152002194893	62200807	11	3	4	103086	985152000856762	62	200807
985152002194895	62200709	12	1	0	255358	985152000272458	62	200709
985152002194895	62200802	12	2	0	255358	985152000272458	62	200802
985152002194895	62200807	14	3	0	255358	985152000272458	62	200807
985152002194907	62200709	14	1	0	103086	985152001181650	62	200709
985152002194907	62200802	8	2	0	103086	985152001181650	62	200802
985152002194907	62200807	12	3	0	103086	985152001181650	62	200807
985152002194911	62200709	11	1	0	103086	985120025997753	62	200709
985152002194911	62200802	6	2	0	103086	985120025997753	62	200802
985152002194911	62200807	8	3	0	103086	985120025997753	62	200807
985152002194911	62200812	7	4	2	103086	985120025997753	62	200812
985152002194919	62200710	12	1	0	103086	985152001181650	62	200710
985152002194919	62200802	13	2	1	103086	985152001181650	62	200802
985152002194919	62200807	11	3	0	103086	985152001181650	62	200807
985152002194920	62200709	5	1	0	255358	985152000271956	62	200709
985152002194920	62200802	13	2	0	255358	985152000271956	62	200802
985152002194920	62200807	11	3	0	255358	985152000271956	62	200807
985152002194921	62200710	11	1	0	255358	985152000271956	62	200710
985152002194925	62200710	10	1	0	103086	985120026521255	62	200710
985152002194925	62200802	11	2	0	103086	985120026521255	62	200802
985152002194925	62200808	16	3	0	103086	985120026521255	62	200808
985152002195001	62200710	10	1	0	103086	985152000856757	62	200710
985152002195001	62200803	11	2	0	103086	985152000856757	62	200803
985152002195001	62200808	2	3	1	103086	985152000856757	62	200808
985152002195004	62200709	0	1	4	103086	985152000856300	62	200709
985152002195005	62200709	7	1	0	103086	985120026521255	62	200709
985152002195005	62200801	8	2	0	103086	985120026521255	62	200801
985152002195005	62200806	9	3	0	103086	985120026521255	62	200806
985152002195005	62200811	12	4	1	103086	985120026521255	62	200811
985152002195007	62200708	14	1	1	248750	985152000856231	62	200708
985152002195008	62200708	12	1	0	212480	985120022775539	62	200708
985152002195008	62200801	15	2	0	212480	985120022775539	62	200801
985152002195008	62200806	13	3	3	212480	985120022775539	62	200806
985152002195009	62200710	9	1	2	103086	985120026341179	62	200710
985152002195009	62200803	11	2	0	103086	985120026341179	62	200803
985152002195013	62200709	14	1	0	103086	985120026341179	62	200709
985152002195013	62200802	12	2	0	103086	985120026341179	62	200802
985152002195013	62200806	10	3	0	103086	985120026341179	62	200806
985152002195018	62200709	10	1	1	103086	985152000272469	62	200709
985152002195019	62200709	9	1	0	212480	985152000856836	62	200709
985152002195021	62200709	11	1	0	103086	985120025398712	62	200709
985152002195021	62200802	12	2	0	103086	985120025398712	62	200802
985152002195021	62200807	9	3	0	103086	985120025398712	62	200807
985152002195023	62200709	5	1	1	248750	985152000272459	62	200709
985152002195024	62200709	10	1	0	103086	985152000856757	62	200709
985152002195024	62200802	7	2	0	103086	985152000856757	62	200802
985152002195024	62200806	11	3	0	103086	985152000856757	62	200806
985152002195226	62200809	10	1	0	374644	985152001181561	62	200809
985152002195228	62200711	7	1	0	103086	985152001181561	62	200711
985152002195228	62200803	12	2	1	103086	985152001181561	62	200803
985152002195241	62200806	2	1	1	255358	985152001182266	62	200806
985152002195242	62200711	11	1	0	103086	985152001181558	62	200711
985152002195242	62200804	9	2	0	103086	985152001181558	62	200804
985152002195242	62200809	8	3	0	103086	985152001181558	62	200809
985152002195249	62200711	13	1	0	255358	985152000271956	62	200711
985152002195251	62200711	12	1	0	103086	985120026522428	62	200711
985152002195251	62200804	11	2	2	103086	985120026522428	62	200804
985152002195251	62200812	7	3	2	103086	985120026522428	62	200812
985152002195252	62200711	7	1	0	230107	985152001181514	62	200711
985152002195252	62200804	11	2	0	230107	985152001181514	62	200804
985152002195252	62200809	14	3	0	230107	985152001181514	62	200809
985152002195257	62200710	10	1	0	248750	985152000856848	62	200710
985152002195257	62200803	11	2	3	248750	985152000856848	62	200803
985152002195258	62200710	10	1	0	252242	985152000856834	62	200710
985152002195259	62200711	8	1	0	212480	985152001181587	62	200711
985152002195264	62200711	11	1	0	103086	985152001181558	62	200711
985152002195265	62200704	14	1	0	019800	985120026487832	62	200704
985152002195265	62200801	8	2	1	019800	985120026487832	62	200801
985152002195268	62200711	13	1	0	103086	985152000271971	62	200711
985152002195268	62200804	13	2	0	103086	985152000271971	62	200804
985152002195268	62200809	11	3	0	103086	985152000271971	62	200809
985152002195271	62200711	13	1	0	252242	985120026641632	62	200711
985152002195273	62200711	9	1	1	253790	985152000271655	62	200711
985152002195412	62200802	14	1	0	220871	985152001181840	62	200802
985152002195412	62200808	10	2	0	220871	985152001181840	62	200808
985152002195412	62200901	9	3	0	220871	985152001181840	62	200901
985152002195420	62200803	12	1	0	253790	985152000271655	62	200803
985152002429004	62200803	8	1	2	220762	985120026514888	62	200803
985152002429006	62200803	10	1	2	217344	985152001181646	62	200803
985152002429006	62200808	13	2	0	217344	985152001181646	62	200808
985152002429010	62200803	0	1	2	253790	985152000271655	62	200803
985152002429017	62200803	9	1	0	220762	985120026514888	62	200803
985152002429017	62200807	9	2	2	220762	985120026514888	62	200807
985152002429019	62200803	12	1	0	220871	985152000272149	62	200803
985152002429024	62200803	14	1	0	255358	985120025997910	62	200803
985152002429027	62200802	12	1	0	220871	985152000272184	62	200802
985152002429027	62200806	8	2	0	220871	985152000272184	62	200806
985152002429027	62200811	10	3	0	220871	985152000272184	62	200811
985152002429035	62200802	12	1	0	220871	985152000272184	62	200802
985152002429035	62200806	12	2	2	220871	985152000272184	62	200806
985152002429043	62200802	9	1	0	253790	985120025844441	62	200802
985152002429047	62200803	9	1	0	299999	985152000271971	62	200803
985152002429050	62200803	5	1	0	253790	985152000272130	62	200803
985152002429052	62200710	10	1	0	211545	985120025836712	62	200710
985152002429054	62200801	14	1	0	103086	985120025997753	62	200801
985152002429054	62200806	13	2	1	103086	985120025997753	62	200806
985152002429054	62200811	12	3	2	103086	985120025997753	62	200811
985152002429057	62200711	7	1	0	103086	985152001181558	62	200711
985152002429057	62200804	11	2	0	103086	985152001181558	62	200804
985152002429059	62200711	11	1	0	103086	985120026312576	62	200711
985152002429059	62200804	9	2	0	103086	985120026312576	62	200804
985152002429059	62200809	3	3	0	103086	985120026312576	62	200809
985152002429063	62200711	14	1	0	255358	985120025999113	62	200711
985152002429063	62200803	11	2	0	255358	985120025999113	62	200803
985152002429063	62200808	9	3	0	255358	985120025999113	62	200808
985152002429069	62200711	2	1	0	254465	985152001182338	62	200711
985152002429069	62200803	5	2	2	254465	985152001182338	62	200803
985152002429073	62200710	12	1	0	255358	985120025878261	62	200710
985152002429073	62200803	10	2	0	255358	985120025878261	62	200803
985152002429328	62200804	7	1	1	229790	985152001579321	62	200804
985152002429333	62200803	15	1	0	220815	985152000272343	62	200803
985152002429339	62200805	11	1	2	299999	985152001181552	62	200805
985152002429339	62200810	7	2	2	299999	985152001181552	62	200810
985152002429479	62200711	5	1	0	230107	985152001181514	62	200711
985152002429479	62200804	11	2	0	230107	985152001181514	62	200804
985152002429479	62200809	13	3	4	230107	985152001181514	62	200809
985152002429480	62200711	12	1	0	103086	985120026522428	62	200711
985152002429480	62200804	16	2	0	103086	985120026522428	62	200804
985152002429480	62200809	12	3	0	103086	985120026522428	62	200809
985152002429480	62200901	14	4	0	103086	985120026522428	62	200901
985152002429481	62200712	9	1	1	255358	985152001181952	62	200712
985152002429481	62200806	9	2	3	255358	985152001181952	62	200806
985152002429483	62200711	16	1	0	103086	985120026522428	62	200711
985152002429483	62200804	13	2	0	103086	985120026522428	62	200804
985152002429483	62200809	14	3	2	103086	985120026522428	62	200809
985152002429483	62200902	8	4	0	103086	985120026522428	62	200902
985152002429483	62200906	7	5	2	103086	985120026522428	62	200906
985152002429483	62200911	7	6	3	103086	985120026522428	62	200911
985152002429484	62200712	0	1	8	212480	985152001181506	62	200712
985152002429554	62200805	12	1	0	227465	985152001182141	62	200805
985152002429554	62200810	4	2	0	227465	985152001182141	62	200810
985152002429557	62200801	8	1	0	253790	985152001181808	62	200801
985152002429559	62200804	13	1	0	253790	985152001181506	62	200804
985152002429559	62200810	15	2	2	253790	985152001181506	62	200810
985152002429561	62200805	14	1	0	227465	985120025844441	62	200805
985152002429561	62200810	12	2	4	227465	985120025844441	62	200810
985152002429561	62200902	11	3	1	227465	985120025844441	62	200902
985152002429566	62200804	6	1	0	253790	985152001181506	62	200804
985152002429569	62200806	13	1	1	227465	985152001181811	62	200806
985152002429569	62200811	12	2	4	227465	985152001181811	62	200811
985152002429573	62200805	10	1	0	303351	985152000856299	62	200805
985152002429573	62200810	11	2	3	303351	985152000856299	62	200810
985152002429573	62200903	9	3	4	303351	985152000856299	62	200903
985152002429574	62200805	9	1	0	303351	985152000856299	62	200805
985152002429574	62200810	16	2	3	303351	985152000856299	62	200810
985152002429575	62200804	12	1	1	227465	985152001579519	62	200804
985152002429605	62200712	6	1	1	217344	985152000271808	62	200712
985152002429606	62200712	11	1	0	230107	985120025838102	62	200712
985152002429606	62200805	12	2	0	230107	985120025838102	62	200805
985152002429609	62200712	9	1	0	253790	985152001182271	62	200712
985152002429609	62200805	15	2	0	253790	985152001182271	62	200805
985152002429617	62200712	8	1	0	220735	985152001181972	62	200712
985152002429623	62200712	11	1	0	255358	985152001181973	62	200712
985152002429623	62200807	8	2	0	255358	985152001181973	62	200807
985152002429626	62200803	9	1	0	220871	985152001182431	62	200803
985152002429633	62200803	12	1	2	220871	985152001182436	62	200803
985152002429633	62200808	13	2	2	220871	985152001182436	62	200808
985152002429643	62200806	14	1	0	253790	985152000271655	62	200806
985152002429645	62200803	8	1	3	229790	985152001579315	62	200803
985152002429648	62200803	8	1	0	229790	985152001181561	62	200803
985152002429702	62200801	6	1	0	230107	985152001182356	62	200801
985152002429702	62200806	13	2	3	230107	985152001182356	62	200806
985152002429704	62200801	9	1	1	230107	985120025398712	62	200801
985152002429704	62200806	11	2	1	230107	985120025398712	62	200806
985152002429714	62200801	10	1	0	230107	985120026646733	62	200801
985152002429714	62200806	11	2	0	230107	985120026646733	62	200806
985152002429717	62200801	7	1	1	230107	985120026646733	62	200801
985152002429717	62200806	14	2	0	230107	985120026646733	62	200806
985152002429717	62200810	10	3	0	230107	985120026646733	62	200810
985152002429718	62200801	13	1	0	253790	985152001181808	62	200801
985152002429718	62200806	9	2	0	253790	985152001181808	62	200806
985152002429721	62200801	9	1	0	230107	985120026646733	62	200801
985152002429721	62200806	9	2	0	230107	985120026646733	62	200806
985152002429727	62200712	7	1	1	255358	985152000856632	62	200712
985152002429727	62200805	10	2	0	255358	985152000856632	62	200805
985152002429729	62200801	12	1	0	230107	985152001181822	62	200801
985152002429729	62200806	0	2	3	230107	985152001181822	62	200806
985152002429730	62200801	11	1	1	217344	985152000271808	62	200801
985152002429733	62200801	8	1	0	230107	985152001181971	62	200801
985152002429733	62200805	12	2	0	230107	985152001181971	62	200805
985152002429735	62200712	7	1	0	217344	985152000271808	62	200712
985152002429735	62200805	16	2	1	217344	985152000271808	62	200805
985152002429736	62200712	15	1	0	217344	985152000271808	62	200712
985152002429738	62200801	7	1	1	253790	985152001182266	62	200801
985152002429738	62200805	9	2	0	253790	985152001182266	62	200805
985152002429742	62200712	11	1	0	217344	985152000271808	62	200712
985152002429742	62200806	6	2	1	217344	985152000271808	62	200806
985152002429749	62200801	9	1	0	230107	985152001182356	62	200801
985152002429749	62200805	11	2	3	230107	985152001182356	62	200805
985152002429750	62200801	12	1	2	230107	985152001181971	62	200801
985152002429750	62200805	9	2	0	230107	985152001181971	62	200805
985152002429862	62200712	15	1	0	230107	985152001181971	62	200712
985152002429866	62200801	6	1	0	255358	985152000856632	62	200801
985152002429866	62200806	12	2	0	255358	985152000856632	62	200806
985152002429872	62200801	11	1	0	230107	985152001182356	62	200801
985152002429872	62200806	7	2	0	230107	985152001182356	62	200806
985152002429874	62200712	4	1	2	255358	985152001182353	62	200712
985152002429874	62200805	14	2	0	255358	985152001182353	62	200805
985152002429875	62200712	8	1	0	220871	985152000271663	62	200712
985152002429875	62200805	12	2	0	220871	985152000271663	62	200805
985152002429954	62200802	11	1	1	220871	985120026521255	62	200802
985152002429965	62200802	9	1	0	217012	985152001181696	62	200802
985152002429967	62200802	6	1	0	220762	985152000856848	62	200802
985152002429967	62200807	13	2	0	220762	985152000856848	62	200807
985152002429973	62200802	15	1	0	255358	985120026638812	62	200802
985152002429973	62200807	13	2	0	255358	985120026638812	62	200807
985152002429973	62200811	11	3	0	255358	985120026638812	62	200811
985152003025151	62200805	9	1	0	227465	985120025844441	62	200805
985152003025159	62200804	12	1	0	253790	985152000271655	62	200804
985152003025159	62200808	11	2	2	253790	985152000271655	62	200808
985152003025160	62200804	13	1	0	253790	985152001181506	62	200804
985152003025160	62200809	13	2	0	253790	985152001181506	62	200809
985152003025164	62200806	4	1	1	303351	985152001181815	62	200806
985152003025169	62200805	10	1	0	229790	985152003204927	62	200805
985152003025576	62200804	8	1	3	237754	985152001579504	62	200804
985152003025583	62200808	15	1	2	253790	985152001181506	62	200808
985152003025590	62200806	3	1	0	227465	985152000856638	62	200806
985152003025595	62200805	10	1	2	227465	985152001579969	62	200805
985152003025595	62200811	12	2	0	227465	985152001579969	62	200811
985152003204828	62200903	12	1	0	376771	985152002194782	62	200903
985152003204833	62200903	11	1	2	370362	985152002194887	62	200903
985152003204833	62200907	10	2	0	370362	985152002194887	62	200907
985152003204835	62200902	11	1	2	376770	985152002194893	62	200902
985152003204835	62200907	14	2	1	376770	985152002194893	62	200907
985152003204836	62200902	11	1	0	374644	985152002194925	62	200902
985152003204844	62200902	7	1	0	376771	985152002195412	62	200902
985152003204860	62200903	7	1	0	376475	985152002195009	62	200903
985152003204865	62200902	11	1	1	376475	985152002195009	62	200902
985152003204866	62200903	9	1	0	376771	985152002429019	62	200903
985152003204869	62200903	13	1	0	370362	985152002194887	62	200903
985152003204869	62200907	10	2	1	370362	985152002194887	62	200907
985152003204869	62200912	14	3	0	370362	985152002194887	62	200912
985152003204870	62200903	12	1	2	376475	985152002195009	62	200903
985152003204875	62200902	11	1	0	376771	985152004241248	62	200902
985152003204877	62200902	9	1	0	370362	985152002194919	62	200902
985152003204882	62200902	10	1	0	376771	985152002195412	62	200902
985152003204887	62200902	10	1	2	374644	985152000272149	62	200902
985152003204888	62200902	10	1	0	376770	985152002194893	62	200902
985152003204892	62200902	10	1	0	376770	985152002194893	62	200902
985152003204895	62200902	13	1	1	376475	985152002429973	62	200902
985152003204897	62200902	10	1	1	370362	985152002194887	62	200902
985152003204897	62200908	10	2	2	370362	985152002194887	62	200908
985152003204897	62200912	14	3	0	370362	985152002194887	62	200912
985152003204905	62200901	10	1	0	376475	985152002429973	62	200901
985152003204905	62200906	12	2	1	376475	985152002429973	62	200906
985152003204910	62200901	12	1	3	376771	985152002195013	62	200901
985152003204912	62200901	11	1	0	103086	985152002429027	62	200901
985152003204912	62200906	13	2	1	103086	985152002429027	62	200906
985152003204912	62200911	5	3	1	103086	985152002429027	62	200911
985152003204914	62200901	13	1	2	103086	985152002429035	62	200901
985152003204914	62200906	13	2	1	103086	985152002429035	62	200906
985152003204917	62200901	8	1	2	376475	985152002429965	62	200901
985152003204918	62200901	10	1	2	374644	985152000272149	62	200901
985152003204927	62200706	14	1	0	103086	985152000271958	62	200706
985152003204927	62200711	11	2	0	103086	985152000271958	62	200711
985152003204927	62200803	13	3	0	103086	985152000271958	62	200803
985152003204927	62200808	17	4	1	103086	985152000271958	62	200808
985152003204927	62200901	11	5	3	103086	985152000271958	62	200901
985152003204927	62200906	11	6	0	103086	985152000271958	62	200906
985152003204929	62200901	10	1	0	374644	985152002429702	62	200901
985152003204938	62200901	14	1	0	103086	985152002429035	62	200901
985152003204938	62200906	9	2	1	103086	985152002429035	62	200906
985152003204938	62200911	14	3	0	103086	985152002429035	62	200911
985152003204941	62200901	8	1	0	376475	985152000272343	62	200901
985152003204944	62200901	12	1	0	374644	985152002429054	62	200901
985152003204945	62200901	13	1	0	376475	985152002429973	62	200901
985152003204946	62200901	12	1	0	376771	985152002195021	62	200901
985152003204948	62200901	11	1	0	376475	985152002429973	62	200901
985152003204954	62200902	11	1	0	374644	985152002429054	62	200902
985152003204960	62200902	4	1	2	376771	985152002194911	62	200902
985152003204962	62200901	15	1	0	370362	985152002194887	62	200901
985152003204965	62200901	10	1	0	351418	985152002194889	62	200901
985152003204965	62200907	7	2	1	351418	985152002194889	62	200907
985152003204975	62200902	12	1	0	351418	985152002194895	62	200902
985152003205001	62200902	9	1	2	376475	985152002429004	62	200902
985152003205002	62200902	10	1	0	376771	985152002195412	62	200902
985152003205005	62200902	12	1	0	370362	985152002194887	62	200902
985152003205007	62200902	9	1	1	376771	985152002429019	62	200902
985152003205011	62200902	10	1	0	376770	985152002194893	62	200902
985152003205013	62200903	11	1	1	376770	985152002194907	62	200903
985152003205018	62200902	7	1	1	376771	985152004241248	62	200902
985152003205018	62200908	11	2	0	376771	985152004241248	62	200908
985152003205018	62201001	13	3	0	376771	985152004241248	62	201001
985152003205157	62200905	9	1	1	376770	985152003206455	62	200905
985152003205159	62200905	8	1	1	376767	985152002429717	62	200905
985152003205161	62200905	11	1	0	376475	985152003206467	62	200905
985152003205161	62200910	9	2	0	376475	985152003206467	62	200910
985152003205174	62200905	11	1	0	359143	985152002429573	62	200905
985152003205174	62200910	0	2	6	359143	985152002429573	62	200910
985152003205176	62200908	10	1	0	303350	985152003207043	62	200908
985152003205179	62200906	11	1	0	376770	985152003207054	62	200906
985152003205184	62200908	9	1	1	376474	985152003204927	62	200908
985152003205185	62200908	9	1	0	370362	985152003206418	62	200908
985152003205188	62200908	3	1	0	359143	985152003207047	62	200908
985152003205188	62201001	7	2	0	359143	985152003207047	62	201001
985152003205190	62200908	9	1	1	376474	985152003204927	62	200908
985152003205192	62200908	10	1	0	376770	985152003207041	62	200908
985152003205194	62200908	11	1	1	103086	985152003207225	62	200908
985152003205194	62201001	13	2	0	103086	985152003207225	62	201001
985152003205194	62201006	11	3	0	103086	985152003207225	62	201006
985152003205198	62200908	11	1	0	359143	985152003207039	62	200908
985152003205199	62200908	9	1	1	376767	985152002195268	62	200908
985152003205199	62201001	10	2	0	376767	985152002195268	62	201001
985152003205280	62200903	9	1	2	376771	985152002429483	62	200903
985152003205281	62200903	11	1	1	370362	985152003204927	62	200903
985152003205287	62200903	9	1	0	376475	985152003207033	62	200903
985152003205287	62200908	8	2	0	376475	985152003207033	62	200908
985152003205289	62200903	12	1	1	376771	985152002429480	62	200903
985152003205292	62200903	9	1	1	376771	985152002429480	62	200903
985152003205294	62200903	10	1	0	376475	985152002195009	62	200903
985152003205341	62200904	15	1	0	376771	985152002429483	62	200904
985152003205346	62200904	13	1	0	376475	985152003207033	62	200904
985152003205349	62200903	0	1	3	376771	985152002429483	62	200903
985152003205382	62200905	11	1	4	376475	985152003025151	62	200905
985152003205382	62200910	11	2	0	376475	985152003025151	62	200910
985152003205401	62200903	11	1	2	376771	985152002194782	62	200903
985152003205402	62200903	11	1	0	370362	985152002194887	62	200903
985152003205402	62200908	15	2	0	370362	985152002194887	62	200908
985152003205405	62200903	6	1	0	376771	985152004241248	62	200903
985152003205408	62200903	7	1	1	370362	985152003204927	62	200903
985152003205408	62200908	9	2	0	370362	985152003204927	62	200908
985152003205408	62200912	14	3	1	370362	985152003204927	62	200912
985152003205413	62200903	10	1	2	370362	985152001579563	62	200903
985152003205415	62200903	12	1	0	376771	985152004241248	62	200903
985152003205419	62200903	7	1	0	376770	985152002195251	62	200903
985152003205422	62200903	10	1	0	376770	985152001579504	62	200903
985152003205422	62200908	11	2	0	376770	985152001579504	62	200908
985152003205423	62200903	11	1	0	376771	985152002429019	62	200903
985152003205455	62200901	0	1	4	376472	985152002429704	62	200901
985152003205456	62200812	15	1	2	376770	985152002429738	62	200812
985152003205456	62200906	5	2	0	376770	985152002429738	62	200906
985152003205456	62200911	12	3	1	376770	985152002429738	62	200911
985152003205463	62200812	11	1	2	376475	985152002195008	62	200812
985152003205463	62200905	13	2	1	376475	985152002195008	62	200905
985152003205467	62200812	13	1	0	376475	985152002195008	62	200812
985152003205467	62200905	10	2	1	376475	985152002195008	62	200905
985152003205526	62200901	9	1	0	376475	985152002195008	62	200901
985152003205528	62200901	12	1	0	376770	985152002429718	62	200901
985152003205531	62200812	13	1	6	376472	985152002429736	62	200812
985152003205532	62200901	13	1	0	103086	985152002429035	62	200901
985152003205535	62200812	13	1	0	376475	985152002429714	62	200812
985152003205540	62200812	12	1	0	376475	985152002429717	62	200812
985152003205540	62200905	8	2	0	376475	985152002429717	62	200905
985152003205540	62200910	12	3	2	376475	985152002429717	62	200910
985152003205541	62200901	11	1	0	376475	985152002195005	62	200901
985152003205541	62200906	10	2	0	376475	985152002195005	62	200906
985152003205544	62200812	11	1	1	376475	985152002195008	62	200812
985152003205544	62200906	13	2	0	376475	985152002195008	62	200906
985152003205545	62200812	10	1	0	311902	985152000272139	62	200812
985152003205550	62200903	9	1	0	376475	985152002429717	62	200903
985152003205629	62200810	10	1	0	311902	985152002194836	62	200810
985152003205636	62200809	11	1	1	376475	985152002194830	62	200809
985152003205639	62200809	10	1	1	374644	985152002194919	62	200809
985152003205643	62200809	12	1	1	370362	985152002194813	62	200809
985152003205645	62200809	7	1	2	311902	985152000272343	62	200809
985152003205647	62200809	16	1	1	311902	985152001181506	62	200809
985152003205649	62200809	12	1	0	376475	985152002195021	62	200809
985152003205679	62200812	13	1	0	376770	985152002429875	62	200812
985152003205680	62200812	9	1	0	376475	985152002429874	62	200812
985152003205685	62200812	0	1	3	376472	985152002429736	62	200812
985152003205687	62200901	10	1	0	311902	985152001181745	62	200901
985152003205687	62200905	12	2	0	311902	985152001181745	62	200905
985152003205694	62200812	5	1	0	376472	985152002429736	62	200812
985152003205697	62200812	10	1	0	376770	985152002194792	62	200812
985152003205700	62200812	12	1	1	103086	985152000856836	62	200812
985152003205703	62200810	9	1	0	376770	985152002194893	62	200810
985152003205703	62200903	12	2	1	376770	985152002194893	62	200903
985152003205703	62200908	10	3	0	376770	985152002194893	62	200908
985152003205703	62201001	14	4	0	376770	985152002194893	62	201001
985152003205704	62200810	12	1	1	311902	985152002194836	62	200810
985152003205711	62200901	11	1	2	103086	985152000856299	62	200901
985152003205711	62200906	10	2	1	103086	985152000856299	62	200906
985152003205713	62200810	11	1	0	103086	985152001579515	62	200810
985152003205713	62200903	4	2	0	103086	985152001579515	62	200903
985152003205713	62200907	13	3	2	103086	985152001579515	62	200907
985152003205718	62200810	10	1	0	303350	985152002194826	62	200810
985152003205724	62200810	12	1	0	303350	985152002194826	62	200810
985152003205725	62200810	11	1	0	374644	985152002194919	62	200810
985152003205751	62200901	10	1	0	103086	985152002429035	62	200901
985152003205752	62200901	4	1	3	376771	985152002195013	62	200901
985152003205755	62200901	12	1	1	376771	985152002194888	62	200901
985152003205761	62200901	12	1	0	376770	985152002429738	62	200901
985152003205763	62200901	11	1	0	103086	985152002429035	62	200901
985152003205763	62200905	5	2	3	103086	985152002429035	62	200905
985152003205771	62200901	10	1	1	376475	985152002429714	62	200901
985152003205772	62200901	11	1	0	374644	985152002429054	62	200901
985152003205774	62200901	9	1	0	376770	985152002429718	62	200901
985152003205775	62200901	9	1	4	374644	985152000272149	62	200901
985152003205957	62200811	8	1	0	376475	985152002194786	62	200811
985152003205961	62200903	10	1	0	376475	985152001579649	62	200903
985152003205967	62200811	7	1	1	376475	985152002194786	62	200811
985152003205967	62200904	9	2	1	376475	985152002194786	62	200904
985152003205971	62200811	13	1	0	376770	985152002429483	62	200811
985152003205972	62200811	11	1	0	376475	985152002195268	62	200811
985152003205974	62200811	9	1	1	376475	985152002194786	62	200811
985152003205974	62200904	10	2	0	376475	985152002194786	62	200904
985152003205974	62200908	13	3	0	376475	985152002194786	62	200908
985152003205974	62201001	11	4	0	376475	985152002194786	62	201001
985152003205975	62200811	6	1	0	103086	985152002195273	62	200811
985152003205977	62200901	10	1	1	376475	985152000856837	62	200901
985152003205982	62200811	11	1	6	376475	985152002194786	62	200811
985152003205984	62200811	5	1	2	376475	985152001579649	62	200811
985152003205985	62200812	10	1	1	376475	985152001579649	62	200812
985152003205986	62200811	14	1	0	103086	985152001579604	62	200811
985152003205986	62200904	13	2	2	103086	985152001579604	62	200904
985152003205988	62200811	13	1	1	376770	985152002194880	62	200811
985152003205988	62200904	13	2	1	376770	985152002194880	62	200904
985152003205989	62200811	10	1	5	376770	985152002194792	62	200811
985152003205989	62200904	8	2	0	376770	985152002194792	62	200904
985152003205990	62200811	9	1	0	376475	985152002194840	62	200811
985152003205992	62200811	11	1	1	376771	985152002194796	62	200811
985152003205994	62200812	12	1	0	376771	985152002429480	62	200812
985152003205994	62200905	10	2	1	376771	985152002429480	62	200905
985152003205998	62200811	8	1	0	103086	985152002195252	62	200811
985152003205998	62200904	14	2	2	103086	985152002195252	62	200904
985152003205999	62200812	12	1	2	376770	985152002429483	62	200812
985152003206007	62200811	11	1	0	376771	985152001181840	62	200811
985152003206007	62200905	10	2	0	376771	985152001181840	62	200905
985152003206007	62200910	8	3	0	376771	985152001181840	62	200910
985152003206008	62200811	7	1	4	376770	985152002194792	62	200811
985152003206008	62200904	12	2	2	376770	985152002194792	62	200904
985152003206009	62200812	11	1	2	311902	985152001182430	62	200812
985152003206018	62200710	3	1	0	103086	985120023252531	62	200710
985152003206018	62200803	14	2	0	103086	985120023252531	62	200803
985152003206018	62200808	10	3	0	103086	985120023252531	62	200808
985152003206019	62200811	10	1	0	103086	985152001579604	62	200811
985152003206028	62200812	9	1	5	311902	985152003207006	62	200812
985152003206028	62200905	7	2	0	311902	985152003207006	62	200905
985152003206032	62200811	10	1	3	376475	985152003207033	62	200811
985152003206032	62200904	13	2	0	376475	985152003207033	62	200904
985152003206038	62200811	8	1	3	376475	985152002195251	62	200811
985152003206038	62200903	9	2	0	376475	985152002195251	62	200903
985152003206044	62200811	11	1	1	103086	985152002195252	62	200811
985152003206076	62200810	12	1	0	376475	985152002195268	62	200810
985152003206076	62200903	11	2	0	376475	985152002195268	62	200903
985152003206079	62200811	8	1	0	376475	985152002195251	62	200811
985152003206079	62200903	6	2	1	376475	985152002195251	62	200903
985152003206081	62200810	10	1	0	311902	985152001182266	62	200810
985152003206081	62200903	16	2	1	311902	985152001182266	62	200903
985152003206081	62200908	13	3	0	311902	985152001182266	62	200908
985152003206083	62200811	14	1	0	103086	985152000856299	62	200811
985152003206083	62200903	4	2	4	103086	985152000856299	62	200903
985152003206084	62200810	16	1	0	103086	985152002195273	62	200810
985152003206084	62200904	9	2	0	103086	985152002195273	62	200904
985152003206084	62200909	11	3	0	103086	985152002195273	62	200909
