sowid	cg	nba	parity	nbd	sire	dam	farm	yearmo
985120026523103	62200607	10	3	0	011188	985120022790874	62	200607
985120026523103	62200611	14	4	0	011188	985120022790874	62	200611
985120026523103	62200704	7	5	3	011188	985120022790874	62	200704
985120026607133	62200604	11	1	0	014086	985120022788347	62	200604
985120026607133	62200609	11	2	0	014086	985120022788347	62	200609
985120026608874	62200509	12	1	0	011865	985120023152513	62	200509
985120026613387	62200509	12	1	0	014122	985120011540903	62	200509
985120026613387	62200602	13	2	0	014122	985120011540903	62	200602
985120026613387	62200607	14	3	0	014122	985120011540903	62	200607
985120026613387	62200611	11	4	0	014122	985120011540903	62	200611
985120026613387	62200704	11	5	0	014122	985120011540903	62	200704
985120026634638	62200601	5	1	0	019800	985120022791532	62	200601
985120026634869	62200510	13	1	0	011864	985120023067435	62	200510
985120026634869	62200603	15	2	0	011864	985120023067435	62	200603
985120026634869	62200608	14	3	0	011864	985120023067435	62	200608
985120026635006	62200509	11	1	0	012038	985120023070607	62	200509
985120026635006	62200602	10	2	0	012038	985120023070607	62	200602
985120026635006	62200606	14	3	0	012038	985120023070607	62	200606
985120026635006	62200611	7	4	3	012038	985120023070607	62	200611
985120026635303	62200603	11	1	0	014691	985120025398712	62	200603
985120026635303	62200607	8	2	1	014691	985120025398712	62	200607
985120026635305	62200601	12	1	0	021078	985120020550979	62	200601
985120026635436	62200603	11	1	0	013701	985120025397118	62	200603
985120026635436	62200608	5	2	0	013701	985120025397118	62	200608
985120026635436	62200612	13	3	0	013701	985120025397118	62	200612
985120026635436	62200705	9	4	0	013701	985120025397118	62	200705
985120026635526	62200602	9	1	0	012334	985120023070607	62	200602
985120026635526	62200607	9	2	1	012334	985120023070607	62	200607
985120026635526	62200612	9	3	0	012334	985120023070607	62	200612
985120026635705	62200605	11	1	1	019800	985120023158221	62	200605
985120026635705	62200610	16	2	0	019800	985120023158221	62	200610
985120026635705	62200702	0	3	6	019800	985120023158221	62	200702
985120026635932	62200510	14	1	0	011865	985120023152513	62	200510
985120026635932	62200603	13	2	0	011865	985120023152513	62	200603
985120026635932	62200607	15	3	0	011865	985120023152513	62	200607
985120026635932	62200612	13	4	0	011865	985120023152513	62	200612
985120026635932	62200704	10	5	0	011865	985120023152513	62	200704
985120026636644	62200603	9	1	0	045751	985120026515187	62	200603
985120026636644	62200608	9	2	2	045751	985120026515187	62	200608
985120026636644	62200701	8	3	0	045751	985120026515187	62	200701
985120026637130	62200509	1	1	1	012334	985120026513239	62	200509
985120026637130	62200602	7	2	0	012334	985120026513239	62	200602
985120026637130	62200607	2	3	0	012334	985120026513239	62	200607
985120026637130	62200611	10	4	0	012334	985120026513239	62	200611
985120026637130	62200704	10	5	0	012334	985120026513239	62	200704
985120026637215	62200602	10	1	0	045751	985120020548617	62	200602
985120026637215	62200607	8	2	0	045751	985120020548617	62	200607
985120026638664	62200509	11	1	0	010742	985120022795820	62	200509
985120026638664	62200601	8	2	0	010742	985120022795820	62	200601
985120026638812	62200512	12	1	0	012334	985120026513239	62	200512
985120026638812	62200605	13	2	0	012334	985120026513239	62	200605
985120026638812	62200609	16	3	0	012334	985120026513239	62	200609
985120026638812	62200702	11	4	0	012334	985120026513239	62	200702
985120026638812	62200707	12	5	0	012334	985120026513239	62	200707
985120026639368	62200603	11	1	0	011193	985120020553356	62	200603
985120026639368	62200608	14	2	0	011193	985120020553356	62	200608
985120026639368	62200612	5	3	1	011193	985120020553356	62	200612
985120026639469	62200509	11	1	0	C63LY12132	985120022791744	62	200509
985120026640385	62200601	5	1	0	014691	985120022764341	62	200601
985120026640521	62200509	14	1	0	011188	985120022790874	62	200509
985120026640521	62200602	10	2	0	011188	985120022790874	62	200602
985120026640521	62200606	15	3	0	011188	985120022790874	62	200606
985120026640642	62200603	10	1	0	010942	985120022792285	62	200603
985120026640655	62200601	8	1	0	013698	985120022822378	62	200601
985120026640655	62200605	14	2	0	013698	985120022822378	62	200605
985120026640921	62200510	15	1	0	014122	985120011540903	62	200510
985120026640921	62200603	14	2	0	014122	985120011540903	62	200603
985120026640921	62200608	14	3	0	014122	985120011540903	62	200608
985120026640921	62200705	15	4	0	014122	985120011540903	62	200705
985120026640921	62200709	8	5	0	014122	985120011540903	62	200709
985120026640950	62200605	10	1	0	014083	985120025552405	62	200605
985120026641059	62200603	10	1	0	013701	985120022790874	62	200603
985120026641059	62200607	16	2	0	013701	985120022790874	62	200607
985120026641096	62200602	8	1	0	014086	985120025393806	62	200602
985120026641096	62200607	14	2	0	014086	985120025393806	62	200607
985120026641215	62200509	12	1	0	011864	985120022822378	62	200509
985120026641215	62200602	12	2	0	011864	985120022822378	62	200602
985120026641217	62200510	3	1	4	012334	985120026513239	62	200510
985120026641632	62200509	11	1	0	011864	985120022791532	62	200509
985120026641632	62200602	14	2	0	011864	985120022791532	62	200602
985120026641632	62200607	14	3	0	011864	985120022791532	62	200607
985120026641632	62200611	7	4	3	011864	985120022791532	62	200611
985120026643550	62200510	11	1	0	011865	985120026515187	62	200510
985120026643550	62200603	13	2	0	011865	985120026515187	62	200603
985120026644168	62200601	12	1	3	021078	985120023158221	62	200601
985120026644168	62200607	14	2	0	021078	985120023158221	62	200607
985120026644168	62200611	12	3	0	021078	985120023158221	62	200611
985120026644168	62200704	10	4	0	021078	985120023158221	62	200704
985120026644942	62200510	13	1	0	012332	985120022787244	62	200510
985120026644942	62200603	14	2	0	012332	985120022787244	62	200603
985120026644942	62200607	10	3	0	012332	985120022787244	62	200607
985120026644942	62200612	0	4	4	012332	985120022787244	62	200612
985120026645437	62200604	11	1	2	014086	985120025610557	62	200604
985120026645437	62200609	5	2	0	014086	985120025610557	62	200609
985120026645506	62200510	6	1	2	012038	985120020548495	62	200510
985120026645790	62200511	10	1	0	045756	985120020546324	62	200511
985120026645790	62200604	10	2	2	045756	985120020546324	62	200604
985120026645790	62200609	10	3	0	045756	985120020546324	62	200609
985120026645790	62200701	11	4	1	045756	985120020546324	62	200701
985120026645884	62200601	13	1	0	019800	985120025404018	62	200601
985120026646303	62200505	8	1	0	C61LB1437	985120023073297	62	200505
985120026646303	62200511	4	2	0	C61LB1437	985120023073297	62	200511
985120026646303	62200604	16	3	0	C61LB1437	985120023073297	62	200604
985120026646303	62200609	10	4	0	C61LB1437	985120023073297	62	200609
985120026646513	62200510	11	1	1	012333	985120023066325	62	200510
985120026646733	62200603	9	1	0	010873	985120020557953	62	200603
985120026646733	62200608	14	2	0	010873	985120020557953	62	200608
985120026646733	62200702	13	3	0	010873	985120020557953	62	200702
985120026646829	62200509	12	1	0	010742	985120022790353	62	200509
985120026646829	62200602	12	2	1	010742	985120022790353	62	200602
985120026646829	62200606	11	3	1	010742	985120022790353	62	200606
985120026646975	62200601	12	1	0	014691	985120020546196	62	200601
985120026646975	62200606	8	2	2	014691	985120020546196	62	200606
985120026647543	62200605	5	1	1	019800	985120022790726	62	200605
985120026648096	62200512	14	1	4	021078	985120025621360	62	200512
985120026648096	62200604	17	2	0	021078	985120025621360	62	200604
985120026648096	62200609	12	3	0	021078	985120025621360	62	200609
985120026648096	62200702	15	4	1	021078	985120025621360	62	200702
985120026652324	62200509	11	1	1	C63LY12132	985120020553356	62	200509
985120026652324	62200602	13	2	0	C63LY12132	985120020553356	62	200602
985120026652324	62200608	11	3	0	C63LY12132	985120020553356	62	200608
985120026652324	62200612	10	4	0	C63LY12132	985120020553356	62	200612
985120026652324	62200705	10	5	0	C63LY12132	985120020553356	62	200705
985120026652592	62200511	8	1	0	021078	985120020558065	62	200511
985120026652592	62200604	17	2	0	021078	985120020558065	62	200604
985120026653520	62200601	12	1	0	014691	985120020546196	62	200601
985120026653520	62200606	11	2	2	014691	985120020546196	62	200606
985152000271502	62200806	11	1	0	229790	985152001579509	62	200806
985152000271505	62200804	8	1	0	229790	985152001579509	62	200804
985152000271505	62200810	11	2	2	229790	985152001579509	62	200810
985152000271505	62200903	14	3	0	229790	985152001579509	62	200903
985152000271505	62200907	11	4	3	229790	985152001579509	62	200907
985152000271505	62200912	14	5	0	229790	985152001579509	62	200912
985152000271505	62201005	12	6	1	229790	985152001579509	62	201005
985152000271505	62201010	5	7	0	229790	985152001579509	62	201010
985152000271508	62200805	9	1	3	227465	985152001579519	62	200805
985152000271511	62200805	15	1	0	227465	985152001182141	62	200805
985152000271511	62200809	16	2	0	227465	985152001182141	62	200809
985152000271514	62200806	14	1	0	229790	985152001579509	62	200806
985152000271514	62200811	11	2	0	229790	985152001579509	62	200811
985152000271514	62200904	11	3	2	229790	985152001579509	62	200904
985152000271518	62200805	5	1	0	229790	985152001579321	62	200805
985152000271521	62200805	11	1	0	227465	985152001579519	62	200805
985152000271521	62200811	8	2	7	227465	985152001579519	62	200811
985152000271525	62200804	12	1	0	227465	985152001579519	62	200804
985152000271525	62200810	8	2	0	227465	985152001579519	62	200810
985152000271651	62200607	13	1	0	043669	985120020551868	62	200607
985152000271653	62200607	11	1	1	063429	985120025621126	62	200607
985152000271655	62200606	9	1	1	019800	985120025853696	62	200606
985152000271655	62200611	16	2	0	019800	985120025853696	62	200611
985152000271655	62200703	13	3	0	019800	985120025853696	62	200703
985152000271655	62200708	15	4	2	019800	985120025853696	62	200708
985152000271655	62200801	14	5	0	019800	985120025853696	62	200801
985152000271655	62200805	14	6	0	019800	985120025853696	62	200805
985152000271659	62200607	9	1	0	043669	985120023212840	62	200607
985152000271661	62200607	11	1	0	063429	985120025637985	62	200607
985152000271663	62200607	12	1	0	036674	985120026635006	62	200607
985152000271663	62200612	9	2	0	036674	985120026635006	62	200612
985152000271663	62200705	3	3	0	036674	985120026635006	62	200705
985152000271666	62200607	11	1	1	043669	985120025620402	62	200607
985152000271670	62200607	15	1	0	036674	985120025799698	62	200607
985152000271674	62200607	9	1	0	043669	985120023212840	62	200607
985152000271801	62200604	12	1	0	021078	985120026646303	62	200604
985152000271803	62200605	5	1	2	021078	985120020497976	62	200605
985152000271803	62200609	12	2	0	021078	985120020497976	62	200609
985152000271808	62200603	7	1	0	011865	985120023072957	62	200603
985152000271808	62200608	12	2	1	011865	985120023072957	62	200608
985152000271808	62200701	14	3	0	011865	985120023072957	62	200701
985152000271808	62200705	11	4	2	011865	985120023072957	62	200705
985152000271808	62200710	8	5	9	011865	985120023072957	62	200710
985152000271811	62200603	11	1	1	021078	985120020558065	62	200603
985152000271811	62200608	9	2	1	021078	985120020558065	62	200608
985152000271811	62200701	11	3	0	021078	985120020558065	62	200701
985152000271811	62200706	8	4	1	021078	985120020558065	62	200706
985152000271815	62200603	11	1	0	021078	985120020497976	62	200603
985152000271815	62200608	8	2	0	021078	985120020497976	62	200608
985152000271815	62200701	10	3	3	021078	985120020497976	62	200701
985152000271815	62200706	10	4	0	021078	985120020497976	62	200706
985152000271820	62200603	11	1	0	014086	985120023255456	62	200603
985152000271820	62200608	12	2	3	014086	985120023255456	62	200608
985152000271823	62200508	7	1	0	010742	985120022795820	62	200508
985152000271823	62200601	6	2	0	010742	985120022795820	62	200601
985152000271823	62200607	5	3	2	010742	985120022795820	62	200607
985152000271823	62200611	5	4	2	010742	985120022795820	62	200611
985152000271951	62200606	10	1	0	043393	985120025844427	62	200606
985152000271951	62200610	10	2	0	043393	985120025844427	62	200610
985152000271952	62200606	13	1	0	013698	985120022799735	62	200606
985152000271952	62200611	11	2	0	013698	985120022799735	62	200611
985152000271953	62200606	11	1	0	019800	985120022790726	62	200606
985152000271953	62200611	13	2	0	019800	985120022790726	62	200611
985152000271956	62200606	14	1	0	043393	985120025844427	62	200606
985152000271956	62200610	14	2	0	043393	985120025844427	62	200610
985152000271956	62200703	15	3	0	043393	985120025844427	62	200703
985152000271956	62200708	12	4	6	043393	985120025844427	62	200708
985152000271958	62200606	13	1	0	043393	985152000856826	62	200606
985152000271958	62200611	17	2	0	043393	985152000856826	62	200611
985152000271958	62200704	9	3	0	043393	985152000856826	62	200704
985152000271958	62200708	9	4	0	043393	985152000856826	62	200708
985152000271969	62200606	9	1	0	019800	985120023067435	62	200606
985152000271969	62200611	10	2	0	019800	985120023067435	62	200611
985152000271971	62200606	10	1	0	019800	985120020521459	62	200606
985152000271971	62200611	14	2	0	019800	985120020521459	62	200611
985152000271971	62200704	13	3	0	019800	985120020521459	62	200704
985152000271975	62200606	13	1	0	043393	985120022795820	62	200606
985152000271975	62200611	0	2	6	043393	985120022795820	62	200611
985152000272130	62200703	10	1	0	103086	985120026335392	62	200703
985152000272130	62200708	9	2	4	103086	985120026335392	62	200708
985152000272139	62200703	6	1	0	128545	985120025959688	62	200703
985152000272139	62200708	13	2	0	128545	985120025959688	62	200708
985152000272139	62200801	14	3	0	128545	985120025959688	62	200801
985152000272149	62200704	9	1	2	103086	985120026335392	62	200704
985152000272149	62200709	7	2	1	103086	985120026335392	62	200709
985152000272149	62200802	12	3	0	103086	985120026335392	62	200802
985152000272149	62200807	10	4	2	103086	985120026335392	62	200807
985152000272149	62200811	7	5	0	103086	985120026335392	62	200811
985152000272150	62200704	12	1	0	093289	985120026523103	62	200704
985152000272176	62200605	10	1	0	011865	985120022798165	62	200605
985152000272176	62200611	7	2	1	011865	985120022798165	62	200611
985152000272176	62200704	11	3	0	011865	985120022798165	62	200704
985152000272178	62200607	8	1	0	013698	985120025841525	62	200607
985152000272180	62200606	6	1	0	011865	985120025829522	62	200606
985152000272183	62200605	15	1	0	019800	985120025845822	62	200605
985152000272183	62200610	18	2	0	019800	985120025845822	62	200610
985152000272183	62200703	6	3	0	019800	985120025845822	62	200703
985152000272184	62200606	12	1	0	011865	985120022798165	62	200606
985152000272184	62200702	13	2	0	011865	985120022798165	62	200702
985152000272184	62200707	12	3	1	011865	985120022798165	62	200707
985152000272194	62200606	11	1	1	063429	985120022792285	62	200606
985152000272195	62200605	5	1	2	011865	985120022798165	62	200605
985152000272198	62200606	12	1	0	013698	985120022799735	62	200606
985152000272199	62200606	9	1	0	011865	985120025829522	62	200606
985152000272200	62200605	11	1	1	011865	985120022822378	62	200605
985152000272200	62200611	14	2	0	011865	985120022822378	62	200611
985152000272326	62200607	14	1	0	019800	985120020521459	62	200607
985152000272326	62200611	11	2	0	019800	985120020521459	62	200611
985152000272326	62200705	7	3	2	019800	985120020521459	62	200705
985152000272326	62200710	15	4	0	019800	985120020521459	62	200710
985152000272327	62200607	13	1	0	014083	985120025844430	62	200607
985152000272328	62200607	13	1	0	043669	985120025398712	62	200607
985152000272328	62200612	14	2	0	043669	985120025398712	62	200612
985152000272328	62200704	11	3	1	043669	985120025398712	62	200704
985152000272330	62200510	12	1	0	012335	985120020553337	62	200510
985152000272330	62200603	12	2	0	012335	985120020553337	62	200603
985152000272330	62200608	4	3	2	012335	985120020553337	62	200608
985152000272331	62200606	0	1	3	063429	985120023070607	62	200606
985152000272334	62200606	4	1	2	043393	985120025404018	62	200606
985152000272336	62200607	12	1	0	063271	985120025646820	62	200607
985152000272336	62200612	10	2	1	063271	985120025646820	62	200612
985152000272336	62200704	11	3	0	063271	985120025646820	62	200704
985152000272336	62200709	10	4	0	063271	985120025646820	62	200709
985152000272342	62200607	9	1	0	063429	985120023264089	62	200607
985152000272342	62200612	15	2	0	063429	985120023264089	62	200612
985152000272342	62200705	6	3	6	063429	985120023264089	62	200705
985152000272343	62200607	11	1	0	063429	985120020557953	62	200607
985152000272343	62200611	16	2	0	063429	985120020557953	62	200611
985152000272343	62200704	16	3	0	063429	985120020557953	62	200704
985152000272343	62200709	11	4	0	063429	985120020557953	62	200709
985152000272343	62200801	5	5	1	063429	985120020557953	62	200801
985152000272348	62200607	14	1	0	043393	985120025844427	62	200607
985152000272349	62200607	9	1	0	036674	985120025621797	62	200607
985152000272451	62200604	15	1	0	014086	985120012131584	62	200604
985152000272452	62200604	7	1	2	013698	985120025841525	62	200604
985152000272452	62200609	7	2	1	013698	985120025841525	62	200609
985152000272452	62200702	5	3	1	013698	985120025841525	62	200702
985152000272458	62200604	9	1	3	019800	985120025621360	62	200604
985152000272458	62200609	12	2	0	019800	985120025621360	62	200609
985152000272459	62200605	7	1	0	036674	985120023268164	62	200605
985152000272459	62200609	8	2	0	036674	985120023268164	62	200609
985152000272459	62200702	13	3	1	036674	985120023268164	62	200702
985152000272460	62200605	11	1	0	014086	985120022788347	62	200605
985152000272460	62200610	6	2	0	014086	985120022788347	62	200610
985152000272464	62200604	9	1	1	021078	985120020556315	62	200604
985152000272466	62200605	9	1	0	019800	985120023255195	62	200605
985152000272469	62200605	9	1	1	013698	985120025841525	62	200605
985152000272469	62200609	11	2	0	013698	985120025841525	62	200609
985152000272469	62200702	14	3	2	013698	985120025841525	62	200702
985152000272470	62200604	8	1	1	019800	985120025621360	62	200604
985152000272474	62200604	11	1	0	014086	985120022788347	62	200604
985152000856227	62200607	9	1	0	063271	985120025871219	62	200607
985152000856227	62200701	10	2	0	063271	985120025871219	62	200701
985152000856228	62200608	5	1	0	036674	985120025830128	62	200608
985152000856229	62200608	11	1	0	036674	985120020546342	62	200608
985152000856230	62200608	9	1	2	043669	985152000271823	62	200608
985152000856231	62200607	16	1	0	014083	985120025844430	62	200607
985152000856239	62200608	5	1	0	043669	985120020556766	62	200608
985152000856239	62200612	10	2	0	043669	985120020556766	62	200612
985152000856242	62200608	8	1	1	043669	985120020556766	62	200608
985152000856242	62200701	6	2	0	043669	985120020556766	62	200701
985152000856242	62200706	7	3	0	043669	985120020556766	62	200706
985152000856243	62200608	13	1	1	063271	985120020497976	62	200608
985152000856243	62200701	8	2	0	063271	985120020497976	62	200701
985152000856245	62200608	9	1	0	063271	985120023252531	62	200608
985152000856245	62200702	8	2	0	063271	985120023252531	62	200702
985152000856246	62200608	13	1	0	063271	985120020497976	62	200608
985152000856276	62200608	9	1	0	063271	985120020497976	62	200608
985152000856276	62200702	6	2	2	063271	985120020497976	62	200702
985152000856276	62200708	12	3	0	063271	985120020497976	62	200708
985152000856282	62200608	13	1	0	036674	985120025832167	62	200608
985152000856284	62200608	9	1	0	043669	985120023220587	62	200608
985152000856284	62200702	12	2	0	043669	985120023220587	62	200702
985152000856284	62200707	12	3	1	043669	985120023220587	62	200707
985152000856284	62200712	2	4	1	043669	985120023220587	62	200712
985152000856285	62200608	12	1	0	043669	985120020551207	62	200608
985152000856299	62200608	15	1	2	043393	985120026641632	62	200608
985152000856299	62200701	17	2	0	043393	985120026641632	62	200701
985152000856299	62200706	13	3	0	043393	985120026641632	62	200706
985152000856299	62200711	13	4	0	043393	985120026641632	62	200711
985152000856300	62200608	12	1	0	043312	985120026613387	62	200608
985152000856300	62200701	10	2	0	043312	985120026613387	62	200701
985152000856300	62200706	10	3	0	043312	985120026613387	62	200706
985152000856628	62200609	9	1	0	093289	985120025881511	62	200609
985152000856629	62200609	8	1	0	036674	985120023072957	62	200609
985152000856629	62200701	12	2	0	036674	985120023072957	62	200701
985152000856629	62200706	11	3	0	036674	985120023072957	62	200706
985152000856629	62200711	10	4	0	036674	985120023072957	62	200711
985152000856632	62200609	10	1	1	098182	985120025547134	62	200609
985152000856632	62200701	12	2	0	098182	985120025547134	62	200701
985152000856632	62200707	12	3	1	098182	985120025547134	62	200707
985152000856638	62200609	13	1	3	093289	985152001181557	62	200609
985152000856638	62200701	12	2	0	093289	985152001181557	62	200701
985152000856638	62200706	8	3	2	093289	985152001181557	62	200706
985152000856638	62200711	8	4	4	093289	985152001181557	62	200711
985152000856643	62200609	9	1	0	098182	985120025838102	62	200609
985152000856643	62200702	11	2	0	098182	985120025838102	62	200702
985152000856643	62200707	11	3	1	098182	985120025838102	62	200707
985152000856649	62200609	4	1	5	036674	985120026003333	62	200609
985152000856649	62200702	1	2	0	036674	985120026003333	62	200702
985152000856757	62200610	12	1	0	098182	985120025618816	62	200610
985152000856757	62200703	11	2	0	098182	985120025618816	62	200703
985152000856759	62200609	11	1	0	043393	985120025727269	62	200609
985152000856762	62200609	10	1	0	093346	985120026644942	62	200609
985152000856762	62200702	9	2	0	093346	985120026644942	62	200702
985152000856762	62200706	15	3	0	093346	985120026644942	62	200706
985152000856763	62200609	5	1	0	063429	985120025829707	62	200609
985152000856767	62200610	9	1	0	043669	985120026643550	62	200610
985152000856770	62200610	12	1	1	043393	985120026608874	62	200610
985152000856774	62200610	9	1	0	098182	985120025844819	62	200610
985152000856774	62200702	11	2	0	098182	985120025844819	62	200702
985152000856774	62200707	12	3	0	098182	985120025844819	62	200707
985152000856826	62200507	11	1	1	C62LA2578	985120022786121	62	200507
985152000856826	62200512	15	2	0	C62LA2578	985120022786121	62	200512
985152000856826	62200605	14	3	3	C62LA2578	985120022786121	62	200605
985152000856826	62200609	0	4	5	C62LA2578	985120022786121	62	200609
985152000856830	62200610	9	1	0	098064	985120026345448	62	200610
985152000856830	62200703	13	2	0	098064	985120026345448	62	200703
985152000856830	62200708	6	3	2	098064	985120026345448	62	200708
985152000856834	62200610	9	1	0	098182	985120026645790	62	200610
985152000856834	62200704	10	2	0	098182	985120026645790	62	200704
985152000856834	62200708	11	3	0	098182	985120026645790	62	200708
985152000856834	62200801	12	4	1	098182	985120026645790	62	200801
985152000856836	62200610	14	1	0	098064	985120026345448	62	200610
985152000856836	62200703	11	2	0	098064	985120026345448	62	200703
985152000856836	62200707	10	3	2	098064	985120026345448	62	200707
985152000856836	62200712	9	4	1	098064	985120026345448	62	200712
985152000856837	62200609	13	1	0	036674	985120025833115	62	200609
985152000856837	62200702	13	2	0	036674	985120025833115	62	200702
985152000856837	62200707	13	3	3	036674	985120025833115	62	200707
985152000856837	62200712	11	4	2	036674	985120025833115	62	200712
985152000856844	62200610	13	1	0	019800	985120025959688	62	200610
985152000856844	62200703	11	2	0	019800	985120025959688	62	200703
985152000856846	62200610	15	1	0	098182	985120026640921	62	200610
985152000856846	62200702	14	2	0	098182	985120026640921	62	200702
985152000856847	62200610	14	1	0	098182	985120025844819	62	200610
985152000856848	62200610	13	1	0	098182	985120026634869	62	200610
985152000856848	62200703	7	2	2	098182	985120026634869	62	200703
985152000856848	62200707	5	3	3	098182	985120026634869	62	200707
985152001181506	62200612	3	1	1	043393	985120026519873	62	200612
985152001181506	62200705	17	2	0	043393	985120026519873	62	200705
985152001181506	62200709	10	3	0	043393	985120026519873	62	200709
985152001181508	62200612	15	1	0	098064	985120026345448	62	200612
985152001181508	62200705	10	2	0	098064	985120026345448	62	200705
985152001181508	62200709	9	3	3	098064	985120026345448	62	200709
985152001181511	62200612	10	1	0	123550	985120026515187	62	200612
985152001181514	62200612	13	1	0	103086	985152000856826	62	200612
985152001181514	62200705	10	2	0	103086	985152000856826	62	200705
985152001181514	62200709	10	3	0	103086	985152000856826	62	200709
985152001181514	62200802	10	4	0	103086	985152000856826	62	200802
985152001181514	62200807	7	5	5	103086	985152000856826	62	200807
985152001181515	62200612	5	1	1	098709	985120026648096	62	200612
985152001181552	62200611	11	1	0	098064	985120022790726	62	200611
985152001181552	62200704	15	2	0	098064	985120022790726	62	200704
985152001181553	62200611	8	1	2	043669	985120026004678	62	200611
985152001181553	62200706	13	2	0	043669	985120026004678	62	200706
985152001181553	62200711	10	3	0	043669	985120026004678	62	200711
985152001181555	62200611	12	1	0	043393	985120020521459	62	200611
985152001181557	62200509	9	1	1	011865	985120023152513	62	200509
985152001181557	62200602	14	2	0	011865	985120023152513	62	200602
985152001181557	62200607	12	3	0	011865	985120023152513	62	200607
985152001181558	62200611	7	1	0	093289	985120026490231	62	200611
985152001181561	62200611	16	1	0	019800	985120025959688	62	200611
985152001181561	62200704	12	2	0	019800	985120025959688	62	200704
985152001181561	62200709	11	3	2	019800	985120025959688	62	200709
985152001181561	62200801	16	4	0	019800	985120025959688	62	200801
985152001181562	62200611	9	1	0	098182	985120026645790	62	200611
985152001181562	62200704	8	2	0	098182	985120026645790	62	200704
985152001181562	62200709	6	3	0	098182	985120026645790	62	200709
985152001181572	62200510	15	1	0	012334	985120020556766	62	200510
985152001181572	62200602	9	2	0	012334	985120020556766	62	200602
985152001181572	62200607	16	3	0	012334	985120020556766	62	200607
985152001181572	62200611	11	4	0	012334	985120020556766	62	200611
985152001181572	62200704	6	5	2	012334	985120020556766	62	200704
985152001181575	62200612	0	1	3	043393	985120026491030	62	200612
985152001181581	62200611	6	1	3	043393	985120023067435	62	200611
985152001181582	62200509	11	1	0	010811	985120011550216	62	200509
985152001181582	62200602	19	2	0	010811	985120011550216	62	200602
985152001181582	62200607	13	3	0	010811	985120011550216	62	200607
985152001181582	62200611	4	4	0	010811	985120011550216	62	200611
985152001181587	62200602	12	1	0	013409	985120022791744	62	200602
985152001181587	62200606	8	2	1	013409	985120022791744	62	200606
985152001181587	62200611	14	3	0	013409	985120022791744	62	200611
985152001181589	62200611	12	1	5	043669	985120026643550	62	200611
985152001181589	62200703	10	2	2	043669	985120026643550	62	200703
985152001181591	62200611	7	1	0	036674	985120020548461	62	200611
985152001181591	62200704	6	2	1	036674	985120020548461	62	200704
985152001181593	62200611	11	1	3	093289	985120026490231	62	200611
985152001181593	62200705	12	2	2	093289	985120026490231	62	200705
985152001181594	62200611	15	1	0	103086	985120025853696	62	200611
985152001181597	62200611	7	1	3	043393	985120026652592	62	200611
985152001181597	62200704	14	2	4	043393	985120026652592	62	200704
985152001181597	62200709	9	3	0	043393	985120026652592	62	200709
985152001181626	62200610	10	1	2	093289	985120025853109	62	200610
985152001181626	62200703	9	2	8	093289	985120025853109	62	200703
985152001181626	62200708	14	3	1	093289	985120025853109	62	200708
985152001181635	62200610	9	1	0	093346	985120026644942	62	200610
985152001181635	62200704	9	2	0	093346	985120026644942	62	200704
985152001181637	62200610	7	1	0	098182	985152001181961	62	200610
985152001181637	62200703	8	2	0	098182	985152001181961	62	200703
985152001181641	62200610	6	1	1	098182	985120025844819	62	200610
985152001181646	62200610	10	1	0	098182	985120026640921	62	200610
985152001181646	62200703	14	2	0	098182	985120026640921	62	200703
985152001181646	62200708	12	3	0	098182	985120026640921	62	200708
985152001181646	62200801	11	4	1	098182	985120026640921	62	200801
985152001181650	62200611	15	1	0	043669	985120026004678	62	200611
985152001181650	62200703	14	2	0	043669	985120026004678	62	200703
985152001181682	62200701	12	1	0	036674	985120025878261	62	200701
985152001181682	62200706	11	2	0	036674	985120025878261	62	200706
985152001181686	62200701	4	1	0	123550	985120025799698	62	200701
985152001181694	62200701	12	1	0	128545	985120025844430	62	200701
985152001181694	62200706	14	2	0	128545	985120025844430	62	200706
985152001181694	62200711	9	3	0	128545	985120025844430	62	200711
985152001181696	62200703	14	1	0	128545	985120026635932	62	200703
985152001181696	62200708	13	2	0	128545	985120026635932	62	200708
985152001181697	62200701	10	1	0	128545	985120026613387	62	200701
985152001181697	62200706	11	2	0	128545	985120026613387	62	200706
985152001181701	62200612	9	1	0	098182	985120026645790	62	200612
985152001181701	62200705	11	2	0	098182	985120026645790	62	200705
985152001181701	62200709	12	3	0	098182	985120026645790	62	200709
985152001181713	62200612	8	1	5	098709	985120025830128	62	200612
985152001181713	62200705	12	2	0	098709	985120025830128	62	200705
985152001181726	62200708	14	1	0	019800	985120025838102	62	200708
985152001181729	62200708	12	1	1	128717	985120026641059	62	200708
985152001181730	62200708	13	1	0	103086	985120026313643	62	200708
985152001181730	62200801	13	2	2	103086	985120026313643	62	200801
985152001181730	62200806	0	3	2	103086	985120026313643	62	200806
985152001181733	62200709	12	1	0	131036	985120026640921	62	200709
985152001181733	62200801	12	2	0	131036	985120026640921	62	200801
985152001181737	62200709	13	1	0	255358	985120025860410	62	200709
985152001181737	62200802	15	2	0	255358	985120025860410	62	200802
985152001181737	62200807	11	3	1	255358	985120025860410	62	200807
985152001181737	62200812	12	4	1	255358	985120025860410	62	200812
985152001181737	62200905	7	5	1	255358	985120025860410	62	200905
985152001181745	62200708	11	1	0	103086	985152000856757	62	200708
985152001181745	62200801	13	2	0	103086	985152000856757	62	200801
